source_dataset,status,status_source,source_file,source_page,source_row_index,source_line_start,source_line_end,request_datetime_text,cancel_datetime_text,request_cancel_line_extra_text,request_cancel_line_raw,class_datetime_text,class_info_text,reserver_name,phone,people_count_text,booking_method_text,people_booking_line_extra_text,people_booking_line_raw,raw_record_text
cancel,취소,folder:cancellations,1p.txt,1,1,28,33,03.28 23:44,04.10 16:50,,03.28 23:44	04.10 16:50	,5.09 (토) 16:00-17:00,"[연남장|커뮤니티허브] 바람과 땀, 그리고 알아차림 - 봄날의 역동적 명상 (요가소년)",participant_0218,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.28 23:44	04.10 16:50	
5.09 (토) 16:00-17:00
[연남장|커뮤니티허브] 바람과 땀, 그리고 알아차림 - 봄날의 역동적 명상 (요가소년)
participant_0218
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,1p.txt,1,2,34,39,03.28 23:47,04.10 16:50,,03.28 23:47	04.10 16:50	,4.20 (월) 07:00-08:30,[시이작] 아쉬탕가 풀프라이머리 (준형),participant_0218,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.28 23:47	04.10 16:50	
4.20 (월) 07:00-08:30
[시이작] 아쉬탕가 풀프라이머리 (준형)
participant_0218
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,1p.txt,1,3,40,45,03.28 23:47,04.10 16:50,,03.28 23:47	04.10 16:50	,4.20 (월) 10:00-11:20,[빅블루요가] 정렬 에센스 (환),participant_0218,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.28 23:47	04.10 16:50	
4.20 (월) 10:00-11:20
[빅블루요가] 정렬 에센스 (환)
participant_0218
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,1p.txt,1,4,46,51,03.28 23:48,04.10 16:50,,03.28 23:48	04.10 16:50	,4.25 (토) 14:00-15:00,[연희정음|랜드마크] 봄햇살 아래 나른한 힐링요가 (수인),participant_0218,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.28 23:48	04.10 16:50	
4.25 (토) 14:00-15:00
[연희정음|랜드마크] 봄햇살 아래 나른한 힐링요가 (수인)
participant_0218
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,1p.txt,1,5,52,57,03.28 23:52,04.10 16:50,,03.28 23:52	04.10 16:50	,4.27 (월) 07:00-08:30,[시이작] 아쉬탕가 풀프라이머리 (준형),participant_0218,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.28 23:52	04.10 16:50	
4.27 (월) 07:00-08:30
[시이작] 아쉬탕가 풀프라이머리 (준형)
participant_0218
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,1p.txt,1,6,58,63,03.28 23:53,04.10 16:50,,03.28 23:53	04.10 16:50	,4.26 (일) 19:50-21:20,[시이작] 땀나는 하타 (수인),participant_0218,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.28 23:53	04.10 16:50	
4.26 (일) 19:50-21:20
[시이작] 땀나는 하타 (수인)
participant_0218
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,1p.txt,1,7,64,69,03.28 23:53,04.10 16:50,,03.28 23:53	04.10 16:50	,5.03 (일) 19:50-21:20,[시이작] 땀나는 하타 (수인),participant_0218,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.28 23:53	04.10 16:50	
5.03 (일) 19:50-21:20
[시이작] 땀나는 하타 (수인)
participant_0218
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,1p.txt,1,8,70,75,03.31 15:13,03.31 17:31,,03.31 15:13	03.31 17:31	,5.04 (월) 19:30-20:40,[빅블루요가] 호흡 리커버리 (환),participant_0004,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 15:13	03.31 17:31	
5.04 (월) 19:30-20:40
[빅블루요가] 호흡 리커버리 (환)
participant_0004
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,1p.txt,1,9,76,81,03.31 15:20,04.06 13:52,,03.31 15:20	04.06 13:52	,4.24 (금) 19:50-20:50,[시이작] 땀나는 빈야사 (준형),participant_0004,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 15:20	04.06 13:52	
4.24 (금) 19:50-20:50
[시이작] 땀나는 빈야사 (준형)
participant_0004
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,1p.txt,1,10,82,87,03.31 16:33,04.25 22:56,,03.31 16:33	04.25 22:56	,5.02 (토) 10:00-11:00,[비전스트롤 콜라보|옥상요가] 커피와 요가 (준형),participant_0001,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 16:33	04.25 22:56	
5.02 (토) 10:00-11:00
[비전스트롤 콜라보|옥상요가] 커피와 요가 (준형)
participant_0001
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,1p.txt,1,11,88,93,03.31 16:44,04.18 16:24,,03.31 16:44	04.18 16:24	,4.22 (수) 07:00-08:00,[시이작] 땀나는 아쉬탕가 (준형),participant_0626,PHONE_MASKED,1명,오붓1회권,,1명	오붓1회권,"03.31 16:44	04.18 16:24	
4.22 (수) 07:00-08:00
[시이작] 땀나는 아쉬탕가 (준형)
participant_0626
PHONE_MASKED
1명	오붓1회권"
cancel,취소,folder:cancellations,1p.txt,1,12,94,99,03.31 16:48,04.29 22:21,,03.31 16:48	04.29 22:21	,5.02 (토) 16:00-17:00,[마이트리|연희스페셜] 올레벨 빈야사 (한석완),participant_0627,PHONE_MASKED,1명,오붓1회권,,1명	오붓1회권,"03.31 16:48	04.29 22:21	
5.02 (토) 16:00-17:00
[마이트리|연희스페셜] 올레벨 빈야사 (한석완)
participant_0627
PHONE_MASKED
1명	오붓1회권"
cancel,취소,folder:cancellations,1p.txt,1,13,100,105,03.31 16:48,04.20 12:06,,03.31 16:48	04.20 12:06	,4.23 (목) 20:00-21:00,[마인드플로우] 비기너요가 (유미),participant_0002,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 16:48	04.20 12:06	
4.23 (목) 20:00-21:00
[마인드플로우] 비기너요가 (유미)
participant_0002
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,1p.txt,1,14,106,111,03.31 16:50,04.16 01:18,,03.31 16:50	04.16 01:18	,4.25 (토) 14:00-15:00,[연희정음|랜드마크] 봄햇살 아래 나른한 힐링요가 (수인),participant_0002,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 16:50	04.16 01:18	
4.25 (토) 14:00-15:00
[연희정음|랜드마크] 봄햇살 아래 나른한 힐링요가 (수인)
participant_0002
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,1p.txt,1,15,112,117,03.31 16:51,04.29 21:54,,03.31 16:51	04.29 21:54	,5.02 (토) 16:00-17:00,[마이트리|연희스페셜] 올레벨 빈야사 (한석완),participant_0628,PHONE_MASKED,1명,오붓1회권,,1명	오붓1회권,"03.31 16:51	04.29 21:54	
5.02 (토) 16:00-17:00
[마이트리|연희스페셜] 올레벨 빈야사 (한석완)
participant_0628
PHONE_MASKED
1명	오붓1회권"
cancel,취소,folder:cancellations,1p.txt,1,16,118,123,03.31 16:52,03.31 17:21,,03.31 16:52	03.31 17:21	,4.25 (토) 11:00-12:00,[마이트리] 빈야사 (성욱),participant_0629,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 16:52	03.31 17:21	
4.25 (토) 11:00-12:00
[마이트리] 빈야사 (성욱)
participant_0629
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,1p.txt,1,17,124,129,03.31 16:54,04.06 11:35,,03.31 16:54	04.06 11:35	,5.05 (화) 10:30-11:30,[마인드플로우] 빈야사요가 (유미),participant_0629,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 16:54	04.06 11:35	
5.05 (화) 10:30-11:30
[마인드플로우] 빈야사요가 (유미)
participant_0629
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,1p.txt,1,18,130,135,03.31 16:59,04.30 20:26,,03.31 16:59	04.30 20:26	,5.05 (화) 16:30-17:30,[연남장|커뮤니티허브] 부담없이 시작하는 파트너 서킷 트레이닝 (최훈),participant_0002,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 16:59	04.30 20:26	
5.05 (화) 16:30-17:30
[연남장|커뮤니티허브] 부담없이 시작하는 파트너 서킷 트레이닝 (최훈)
participant_0002
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,1p.txt,1,19,136,141,03.31 17:01,03.31 18:57,,03.31 17:01	03.31 18:57	,4.20 (월) 19:00-20:00,[마이트리] 하타 (성욱),participant_0629,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 17:01	03.31 18:57	
4.20 (월) 19:00-20:00
[마이트리] 하타 (성욱)
participant_0629
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,1p.txt,1,20,142,147,03.31 17:01,04.17 08:33,,03.31 17:01	04.17 08:33	,4.25 (토) 16:00-17:00,[연희정음|랜드마크] 명상 흐름의 슬로우 빈야사 (고은),participant_0630,PHONE_MASKED,2명,오붓1회권,,2명	오붓1회권,"03.31 17:01	04.17 08:33	
4.25 (토) 16:00-17:00
[연희정음|랜드마크] 명상 흐름의 슬로우 빈야사 (고은)
participant_0630
PHONE_MASKED
2명	오붓1회권"
cancel,취소,folder:cancellations,2p.txt,2,1,28,33,03.31 17:03,04.06 11:35,,03.31 17:03	04.06 11:35	,4.29 (수) 20:30-21:30,[마이트리] 아쉬탕가 (연우),participant_0629,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 17:03	04.06 11:35	
4.29 (수) 20:30-21:30
[마이트리] 아쉬탕가 (연우)
participant_0629
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,2p.txt,2,2,34,39,03.31 17:11,03.31 20:02,,03.31 17:11	03.31 20:02	,4.25 (토) 14:00-15:00,[연희정음|랜드마크] 봄햇살 아래 나른한 힐링요가 (수인),participant_0631,PHONE_MASKED,2명,오붓1회권,,2명	오붓1회권,"03.31 17:11	03.31 20:02	
4.25 (토) 14:00-15:00
[연희정음|랜드마크] 봄햇살 아래 나른한 힐링요가 (수인)
participant_0631
PHONE_MASKED
2명	오붓1회권"
cancel,취소,folder:cancellations,2p.txt,2,3,40,45,03.31 17:13,03.31 17:31,,03.31 17:13	03.31 17:31	,4.25 (토) 16:00-17:00,[연희정음|랜드마크] 명상 흐름의 슬로우 빈야사 (고은),participant_0009,PHONE_MASKED,1명,오붓1회권,,1명	오붓1회권,"03.31 17:13	03.31 17:31	
4.25 (토) 16:00-17:00
[연희정음|랜드마크] 명상 흐름의 슬로우 빈야사 (고은)
participant_0009
PHONE_MASKED
1명	오붓1회권"
cancel,취소,folder:cancellations,2p.txt,2,4,46,51,03.31 17:21,04.06 11:35,,03.31 17:21	04.06 11:35	,4.26 (일) 15:00-16:00,[연남장|커뮤니티허브] 마인드풀니스 테라피 요가 (아카샤(은채)),participant_0629,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 17:21	04.06 11:35	
4.26 (일) 15:00-16:00
[연남장|커뮤니티허브] 마인드풀니스 테라피 요가 (아카샤(은채))
participant_0629
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,2p.txt,2,5,52,57,03.31 17:23,03.31 20:01,,03.31 17:23	03.31 20:01	,4.25 (토) 18:00-19:00,[연희정음|랜드마크] 핸드팬에 잠기는 저녁 요가 명상 with 칼레트 (준형 & 마고사운드),participant_0003,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 17:23	03.31 20:01	
4.25 (토) 18:00-19:00
[연희정음|랜드마크] 핸드팬에 잠기는 저녁 요가 명상 with 칼레트 (준형 & 마고사운드)
participant_0003
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,2p.txt,2,6,58,63,03.31 17:24,03.31 20:03,,03.31 17:24	03.31 20:03	,4.26 (일) 15:00-16:00,[연남장|커뮤니티허브] 마인드풀니스 테라피 요가 (아카샤(은채)),participant_0003,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 17:24	03.31 20:03	
4.26 (일) 15:00-16:00
[연남장|커뮤니티허브] 마인드풀니스 테라피 요가 (아카샤(은채))
participant_0003
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,2p.txt,2,7,64,69,03.31 17:26,03.31 19:57,,03.31 17:26	03.31 19:57	,4.21 (화) 18:30-19:30,[시이작] 땀나는 아쉬탕가 (준형),participant_0632,PHONE_MASKED,1명,오붓1회권,,1명	오붓1회권,"03.31 17:26	03.31 19:57	
4.21 (화) 18:30-19:30
[시이작] 땀나는 아쉬탕가 (준형)
participant_0632
PHONE_MASKED
1명	오붓1회권"
cancel,취소,folder:cancellations,2p.txt,2,8,70,75,03.31 17:26,03.31 20:05,,03.31 17:26	03.31 20:05	,5.03 (일) 10:30-11:40,[숨명상센터] 안산 트레킹 오감 명상 (수지),participant_0003,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 17:26	03.31 20:05	
5.03 (일) 10:30-11:40
[숨명상센터] 안산 트레킹 오감 명상 (수지)
participant_0003
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,2p.txt,2,9,76,81,03.31 17:29,03.31 20:06,,03.31 17:29	03.31 20:06	,5.09 (토) 11:00-12:30,[무릉] 티마인드풀니스 세션 (시현),participant_0003,PHONE_MASKED,1명,오붓1회권,,1명	오붓1회권,"03.31 17:29	03.31 20:06	
5.09 (토) 11:00-12:30
[무릉] 티마인드풀니스 세션 (시현)
participant_0003
PHONE_MASKED
1명	오붓1회권"
cancel,취소,folder:cancellations,2p.txt,2,10,82,87,03.31 17:30,04.17 11:02,,03.31 17:30	04.17 11:02	,5.01 (금) 19:00-20:00,[대저택프라이빗]핸드팬 사운드스케이프 ‘일렁’ <Illung> (미지수),participant_0004,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 17:30	04.17 11:02	
5.01 (금) 19:00-20:00
[대저택프라이빗]핸드팬 사운드스케이프 ‘일렁’ <Illung> (미지수)
participant_0004
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,2p.txt,2,11,88,93,03.31 17:32,04.01 13:57,,03.31 17:32	04.01 13:57	,4.25 (토) 18:00-19:00,[연희정음|랜드마크] 핸드팬에 잠기는 저녁 요가 명상 with 칼레트 (준형 & 마고사운드),participant_0004,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 17:32	04.01 13:57	
4.25 (토) 18:00-19:00
[연희정음|랜드마크] 핸드팬에 잠기는 저녁 요가 명상 with 칼레트 (준형 & 마고사운드)
participant_0004
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,2p.txt,2,12,94,99,03.31 17:33,04.11 22:38,,03.31 17:33	04.11 22:38	,5.09 (토) 11:00-12:00,[마이트리] 빈야사 (성욱),participant_0243,PHONE_MASKED,1명,오붓1회권,,1명	오붓1회권,"03.31 17:33	04.11 22:38	
5.09 (토) 11:00-12:00
[마이트리] 빈야사 (성욱)
participant_0243
PHONE_MASKED
1명	오붓1회권"
cancel,취소,folder:cancellations,2p.txt,2,13,100,105,03.31 17:35,05.06 21:11,,03.31 17:35	05.06 21:11	,5.09 (토) 16:00-17:00,"[연남장|커뮤니티허브] 바람과 땀, 그리고 알아차림 - 봄날의 역동적 명상 (요가소년)",participant_0243,PHONE_MASKED,1명,오붓1회권,,1명	오붓1회권,"03.31 17:35	05.06 21:11	
5.09 (토) 16:00-17:00
[연남장|커뮤니티허브] 바람과 땀, 그리고 알아차림 - 봄날의 역동적 명상 (요가소년)
participant_0243
PHONE_MASKED
1명	오붓1회권"
cancel,취소,folder:cancellations,2p.txt,2,14,106,111,03.31 17:37,04.08 10:54,,03.31 17:37	04.08 10:54	,5.09 (토) 16:00-17:00,"[연남장|커뮤니티허브] 바람과 땀, 그리고 알아차림 - 봄날의 역동적 명상 (요가소년)",participant_0176,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 17:37	04.08 10:54	
5.09 (토) 16:00-17:00
[연남장|커뮤니티허브] 바람과 땀, 그리고 알아차림 - 봄날의 역동적 명상 (요가소년)
participant_0176
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,2p.txt,2,15,112,117,03.31 17:38,04.08 10:55,,03.31 17:38	04.08 10:55	,5.09 (토) 18:00-19:00,[연남장|커뮤니티허브] 하루를 내려놓는 요가와 바이올린 (준형 & 진수),participant_0176,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 17:38	04.08 10:55	
5.09 (토) 18:00-19:00
[연남장|커뮤니티허브] 하루를 내려놓는 요가와 바이올린 (준형 & 진수)
participant_0176
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,2p.txt,2,16,118,123,03.31 17:38,04.08 10:54,,03.31 17:38	04.08 10:54	,5.03 (일) 19:50-21:20,[시이작] 땀나는 하타 (수인),participant_0176,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 17:38	04.08 10:54	
5.03 (일) 19:50-21:20
[시이작] 땀나는 하타 (수인)
participant_0176
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,2p.txt,2,17,124,129,03.31 17:38,04.08 10:54,,03.31 17:38	04.08 10:54	,5.05 (화) 10:00-11:00,[연남장|커뮤니티허브] Being 감각을 깨우는 하타요가 (지바나),participant_0176,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 17:38	04.08 10:54	
5.05 (화) 10:00-11:00
[연남장|커뮤니티허브] Being 감각을 깨우는 하타요가 (지바나)
participant_0176
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,2p.txt,2,18,130,135,03.31 17:56,03.31 18:01,,03.31 17:56	03.31 18:01	,5.09 (토) 16:00-17:00,"[연남장|커뮤니티허브] 바람과 땀, 그리고 알아차림 - 봄날의 역동적 명상 (요가소년)",participant_0012,PHONE_MASKED,1명,오붓1회권,,1명	오붓1회권,"03.31 17:56	03.31 18:01	
5.09 (토) 16:00-17:00
[연남장|커뮤니티허브] 바람과 땀, 그리고 알아차림 - 봄날의 역동적 명상 (요가소년)
participant_0012
PHONE_MASKED
1명	오붓1회권"
cancel,취소,folder:cancellations,2p.txt,2,19,136,141,03.31 17:57,03.31 18:01,,03.31 17:57	03.31 18:01	,4.25 (토) 18:00-19:00,[연희정음|랜드마크] 핸드팬에 잠기는 저녁 요가 명상 with 칼레트 (준형 & 마고사운드),participant_0012,PHONE_MASKED,1명,오붓1회권,,1명	오붓1회권,"03.31 17:57	03.31 18:01	
4.25 (토) 18:00-19:00
[연희정음|랜드마크] 핸드팬에 잠기는 저녁 요가 명상 with 칼레트 (준형 & 마고사운드)
participant_0012
PHONE_MASKED
1명	오붓1회권"
cancel,취소,folder:cancellations,2p.txt,2,20,142,147,03.31 17:58,03.31 20:03,,03.31 17:58	03.31 20:03	,4.26 (일) 17:30-18:30,"[연희정음|랜드마크]예술 명상 콘서트-피아노 기타 연주와 그림 감상을 하며, 마음에 스며드는 명상 콘서트 (수지)",participant_0003,PHONE_MASKED,1명,오붓1회권,,1명	오붓1회권,"03.31 17:58	03.31 20:03	
4.26 (일) 17:30-18:30
[연희정음|랜드마크]예술 명상 콘서트-피아노 기타 연주와 그림 감상을 하며, 마음에 스며드는 명상 콘서트 (수지)
participant_0003
PHONE_MASKED
1명	오붓1회권"
cancel,취소,folder:cancellations,3p.txt,3,1,28,33,03.31 18:03,03.31 20:16,,03.31 18:03	03.31 20:16	,4.25 (토) 14:00-15:00,[연희정음|랜드마크] 봄햇살 아래 나른한 힐링요가 (수인),participant_0003,PHONE_MASKED,1명,오붓1회권,,1명	오붓1회권,"03.31 18:03	03.31 20:16	
4.25 (토) 14:00-15:00
[연희정음|랜드마크] 봄햇살 아래 나른한 힐링요가 (수인)
participant_0003
PHONE_MASKED
1명	오붓1회권"
cancel,취소,folder:cancellations,3p.txt,3,2,34,39,03.31 18:14,04.06 03:06,,03.31 18:14	04.06 03:06	,4.23 (목) 10:00-11:00,[마이트리] 하타베이직 (성욱),participant_0129,PHONE_MASKED,1명,오붓1회권,,1명	오붓1회권,"03.31 18:14	04.06 03:06	
4.23 (목) 10:00-11:00
[마이트리] 하타베이직 (성욱)
participant_0129
PHONE_MASKED
1명	오붓1회권"
cancel,취소,folder:cancellations,3p.txt,3,3,40,45,03.31 18:16,04.08 10:54,,03.31 18:16	04.08 10:54	,5.05 (화) 12:00-13:00,[연남장|커뮤니티허브] 짠짠! 막걸리요가! with 복순도가 (준호),participant_0176,PHONE_MASKED,1명,오붓1회권,,1명	오붓1회권,"03.31 18:16	04.08 10:54	
5.05 (화) 12:00-13:00
[연남장|커뮤니티허브] 짠짠! 막걸리요가! with 복순도가 (준호)
participant_0176
PHONE_MASKED
1명	오붓1회권"
cancel,취소,folder:cancellations,3p.txt,3,4,46,51,03.31 18:19,04.06 12:28,,03.31 18:19	04.06 12:28	,5.05 (화) 10:30-11:30,[마인드플로우] 빈야사요가 (유미),participant_0633,PHONE_MASKED,1명,오붓1회권,,1명	오붓1회권,"03.31 18:19	04.06 12:28	
5.05 (화) 10:30-11:30
[마인드플로우] 빈야사요가 (유미)
participant_0633
PHONE_MASKED
1명	오붓1회권"
cancel,취소,folder:cancellations,3p.txt,3,5,52,57,03.31 18:27,04.20 10:29,,03.31 18:27	04.20 10:29	,5.09 (토) 10:00-11:00,[연남장|커뮤니티허브] 딥어웨이크 하타 (모나),participant_0008,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 18:27	04.20 10:29	
5.09 (토) 10:00-11:00
[연남장|커뮤니티허브] 딥어웨이크 하타 (모나)
participant_0008
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,3p.txt,3,6,58,63,03.31 18:29,03.31 18:43,,03.31 18:29	03.31 18:43	,5.02 (토) 10:00-11:00,[비전스트롤 콜라보|옥상요가] 커피와 요가 (준형),participant_0008,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 18:29	03.31 18:43	
5.02 (토) 10:00-11:00
[비전스트롤 콜라보|옥상요가] 커피와 요가 (준형)
participant_0008
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,3p.txt,3,7,64,69,03.31 18:29,03.31 18:37,,03.31 18:29	03.31 18:37	,5.02 (토) 14:00-15:10,[마이트리|연희스페셜] 독서와 요가 (성욱),participant_0008,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 18:29	03.31 18:37	
5.02 (토) 14:00-15:10
[마이트리|연희스페셜] 독서와 요가 (성욱)
participant_0008
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,3p.txt,3,8,70,75,03.31 18:38,04.23 13:55,,03.31 18:38	04.23 13:55	,4.25 (토) 14:00-15:00,[연희정음|랜드마크] 봄햇살 아래 나른한 힐링요가 (수인),participant_0008,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 18:38	04.23 13:55	
4.25 (토) 14:00-15:00
[연희정음|랜드마크] 봄햇살 아래 나른한 힐링요가 (수인)
participant_0008
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,3p.txt,3,9,76,81,03.31 18:42,04.19 22:06,,03.31 18:42	04.19 22:06	,5.02 (토) 13:30-15:00,[빅블루요가|연희스페셜] 정렬 인텐시브: 견갑골 집중 (환),participant_0011,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 18:42	04.19 22:06	
5.02 (토) 13:30-15:00
[빅블루요가|연희스페셜] 정렬 인텐시브: 견갑골 집중 (환)
participant_0011
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,3p.txt,3,10,82,87,03.31 18:44,05.02 15:13,,03.31 18:44	05.02 15:13	,5.09 (토) 16:00-17:00,"[연남장|커뮤니티허브] 바람과 땀, 그리고 알아차림 - 봄날의 역동적 명상 (요가소년)",participant_0008,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 18:44	05.02 15:13	
5.09 (토) 16:00-17:00
[연남장|커뮤니티허브] 바람과 땀, 그리고 알아차림 - 봄날의 역동적 명상 (요가소년)
participant_0008
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,3p.txt,3,11,88,93,03.31 18:48,04.19 11:21,,03.31 18:48	04.19 11:21	,4.21 (화) 20:00-21:00,[마인드플로우] 비기너요가 (유미),participant_0634,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 18:48	04.19 11:21	
4.21 (화) 20:00-21:00
[마인드플로우] 비기너요가 (유미)
participant_0634
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,3p.txt,3,12,94,99,03.31 18:49,04.19 11:21,,03.31 18:49	04.19 11:21	,4.23 (목) 19:50-20:50,[시이작] 땀나는 아쉬탕가 (준형),participant_0634,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 18:49	04.19 11:21	
4.23 (목) 19:50-20:50
[시이작] 땀나는 아쉬탕가 (준형)
participant_0634
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,3p.txt,3,13,100,105,03.31 18:50,04.08 17:45,,03.31 18:50	04.08 17:45	,4.22 (수) 19:00-20:00,[너울너울] 소매틱뮤직 'Handpan Doodle' (미지수),participant_0013,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 18:50	04.08 17:45	
4.22 (수) 19:00-20:00
[너울너울] 소매틱뮤직 'Handpan Doodle' (미지수)
participant_0013
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,3p.txt,3,14,106,111,03.31 18:51,04.19 11:22,,03.31 18:51	04.19 11:22	,4.26 (일) 10:00-11:00,[연남장|커뮤니티허브] 차근 차근 몸을 깨우는 하타요가 (유미),participant_0634,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 18:51	04.19 11:22	
4.26 (일) 10:00-11:00
[연남장|커뮤니티허브] 차근 차근 몸을 깨우는 하타요가 (유미)
participant_0634
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,3p.txt,3,15,112,117,03.31 18:52,04.19 11:22,,03.31 18:52	04.19 11:22	,4.28 (화) 19:50-20:50,[시이작] 땀나는 하타 (수인),participant_0634,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 18:52	04.19 11:22	
4.28 (화) 19:50-20:50
[시이작] 땀나는 하타 (수인)
participant_0634
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,3p.txt,3,16,118,123,03.31 18:53,03.31 22:32,,03.31 18:53	03.31 22:32	,5.01 (금) 19:50-20:50,[시이작] 땀나는 빈야사 (준형),participant_0634,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 18:53	03.31 22:32	
5.01 (금) 19:50-20:50
[시이작] 땀나는 빈야사 (준형)
participant_0634
PHONE_MASKED
1명	오붓패스"
cancel,취소,folder:cancellations,3p.txt,3,17,124,129,03.31 18:54,04.20 08:55,,03.31 18:54	04.20 08:55	,5.02 (토) 10:00-11:00,[비전스트롤 콜라보|옥상요가] 커피와 요가 (준형),participant_0634,PHONE_MASKED,1명,오붓패스,,1명	오붓패스,"03.31 18:54	04.20 08:55	
5.02 (토) 10:00-11:00
[비전스트롤 콜라보|옥상요가] 커피와 요가 (준형)
participant_0634
PHONE_MASKED
1명	오붓패스"
