path,bytes,sha256
.gitignore,268,856169eac10674c99aa2556569a2dc3df7750ccb79cc390f570d85b32a24248e
.nojekyll,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
index.html,14477,610a64e1dd666aade5b091304122754eeccc66eaf8835e432b2ae945b69e5925
README.md,2238,c556a47b129c867396722d91e578854eb7e4310158fe0347c3c0f0eee3a97f25
years/2026/assets/public/apple-touch-icon.png,32457,622ccbb9d0fcfef92a9b61e34899e0805ea3d0c6190821159ceeee052f641c89
years/2026/assets/public/favicon-32.png,2249,4912ea9bbf124b73d316791b91aa469b74cbbf59108f716d60aba29d60255ba9
years/2026/assets/public/og-image.png,126740,012b84df0dc44676deabe72ebd7fa4e80f99ce9c4df047110abea3e8e2a49617
years/2026/assets/public/README.md,1078,b2a6d503ee0d0414bd1a1aff31da234674c24fab30dad33889e3ed56f164cffa
years/2026/assets/public/site-icon-512.png,136300,a9da7c2b768862d7bfd2f980f59c0ca16f2d8b6559d6f5cec8a5b4e9f09a2243
years/2026/assets/public/yeonhui-yoga-week-banner.png,194911,ec340e2e620508de368d11502b2add67c19ec5dce19814089765e09b3dea05e3
years/2026/assets/public/yeonhui-yoga-week-ci.png,385775,1eabd2911de799eabdd16749f6a6f7f78188be26c2f7a01346ab2f6aaa864365
years/2026/data/external/README.md,289,6f0e9c7e017c4f7bc73112451baf6aab502a8563ec55b800074ffe5640816e82
years/2026/data/external/studio_locations_public.csv,6169,cb22aa7008470ffd942afda309bf32b98ca5a583e0a4ce0fdeeb64bf84c6395a
years/2026/data/processed/analysis/public/capacity_reference_comparison.csv,51354,75d03192b1756922ad51266d33df8369ab3fd6a362dbb8b9faab8fac218ff4db
years/2026/data/processed/analysis/public/class_capacity_hype_metrics.csv,58070,9aac511e59287645b614594234fc3ba7771bf576ad003c26986ca7b7f34352f5
years/2026/data/processed/analysis/public/class_hype_gis.csv,63256,e3f2fb066418f1e0436db0d14b87dd423ab0acba173ccaf1597a8a1d1d7e8304
years/2026/data/processed/analysis/public/class_hype_metrics.csv,34501,012912090c0389ddd293539026b1e9e72ac72169c3fe4a0affa3c03c74934261
years/2026/data/processed/analysis/public/class_location_evidence_public.csv,21874,569c970350e154322187d877b9bcb4c3bb041e74361196a940056e9756e3d076
years/2026/data/processed/analysis/public/class_schedule_gis.csv,161104,c271ee5b37a556fbbe915bbbae8c8d5043a7f40c686f6637d47caf7b501d1648
years/2026/data/processed/analysis/public/event_location_catalog_gis.csv,5085,f6e695a1c59104d1eb160936228165f337a1af0ad02855e307199ab88440a5f0
years/2026/data/processed/analysis/public/event_location_catalog_gis.geojson,12432,0fb689c263e43ba9b454edbe8737a31a940d0a572d74aff43d2fff886d390de0
years/2026/data/processed/analysis/public/fnb_partner_brands_gis.geojson,8670,c9cb8d1b181cabe511e61831f11a99017fd9a618953a5b2625a20e2c2abb413e
years/2026/data/processed/analysis/public/fnb_partner_brands_public.csv,6391,a9d5b44b4adaa16f4c02b750745523e7049827d4f7152bd8048df66b238f0e10
years/2026/data/processed/analysis/public/google_drive_archive_analysis_opportunity_matrix.csv,1877,b4189bc5a102241440206d0789f3bb0a6b9c00d7f2e5ab01afad9caca12b41e7
years/2026/data/processed/analysis/public/google_drive_archive_area_summary.csv,1003,4d4a453cea15db6ba3df84c43bff1bd734d3f6e550dcb5814bf7956e3143f915
years/2026/data/processed/analysis/public/google_drive_archive_asset_type_summary.csv,715,6d37639e95cfdcd360e5f315f34237a1c87506d16f40b9f2fd1bb10a18f0a38d
years/2026/data/processed/analysis/public/google_drive_program_capacity_reference.csv,63465,e3df94307f438eb2a7f9394bb52957a2c99ad9b723b379642b2bc8fefd1418b4
years/2026/data/processed/analysis/public/location_distance_matrix.csv,54652,10f528f0eafee857ed8afc7e111d3cec4a3b76d08cebafd6a7e09e4f0a789f88
years/2026/data/processed/analysis/public/location_mobility_role_metrics.csv,4173,8d99cb994cad12e943f6fe4b40f7b90e541f5130bf5797a7475ff622eb26a367
years/2026/data/processed/analysis/public/location_nodes.csv,3999,e8a289e809856b9ff9bb6b1a5d21547533e655bc25eea3ced8d0bbbc40cd34ff
years/2026/data/processed/analysis/public/location_transition_feasibility_public.csv,10502,971d5bd1b18eb9e6e641f459a80d7b98d9e87f1de034f1bb3a40b6e9bdb3398d
years/2026/data/processed/analysis/public/notion_shared_communication_theme_summary_public.csv,1780,07b6126847a441fcdc39a5c1a9020d0b348f3109343deddd7964f9b4906ccb3c
years/2026/data/processed/analysis/public/notion_shared_page_summary_public.csv,826,0c6daa2aa8de278c30e4b81b97a384858289da7356bbab296a3430a23888d0e8
years/2026/data/processed/analysis/public/obud_pass_package_inference_summary.csv,402,7f33bb9ef808785d3d8e6c9da0fe8f27074e9c5c25d356593ebfa56241f36551
years/2026/data/processed/analysis/public/obud_pass_settlement_table.csv,521,3fcb9ceb685882d5a1072971f7f4d7ae4e7af3fd1f1b964870a622a00b563567
years/2026/data/processed/analysis/public/obud_settlement_basis_by_class.csv,52825,d7b0ef51f21810a5ef3fe1316d8b93416275476844916791c7e9419dc394c941
years/2026/data/processed/analysis/public/obud_settlement_basis_by_owner_month.csv,7278,baf9286d89716b48936b6fa4e68e35775be6872f43bb72f8631a3fece4cc6bee
years/2026/data/processed/analysis/public/obud_settlement_rules.csv,604,c4d34f172cf6e228b5749dfefcb78a7580cea17e91997441dce850bbb00eded5
years/2026/data/processed/analysis/public/onstudio_calendar_capacity_reference.csv,68300,ed56d2b5dc749954e511209d7cd921a63fbee18c5db9bd1d28cc800f55409b7b
years/2026/data/processed/analysis/public/sponsor_asset_inventory_public.csv,1493,b052743c1ae1033fb488f0d62db7ba9dfeae60b0f31ffd5babe80d4e649481bb
years/2026/data/processed/analysis/public/studio_capacity_hype_metrics.csv,1815,948af38fd7ed41c0531bb85de2e638167ade7e59dc9ca96cbd3b1a6cdc80b412
years/2026/data/processed/analysis/public/studio_hype_gis.csv,7558,46e0283ed346d1aabfbea75f4b5c0461c1f78606dc0d4b9f5a9e3a9ada41ae0b
years/2026/data/processed/analysis/public/studio_hype_gis.geojson,26059,625171dbb2b932d5b7bd9025276dcebdc57869d72966f6da3b15fb00a07e0686
years/2026/data/processed/analysis/public/studio_hype_metrics.csv,4278,6fa28a84a381853de02b1a1585ddce27fb46aa0d48f9832208273fecdc0dad49
years/2026/data/processed/analysis/public/ticket_price_reference.csv,266,ab2484a37a3ab48bd98c684950d2195e9f74889d89f3de840b1d3a10a0fc508d
years/2026/data/processed/analysis/public/transition_feasibility_public.csv,87972,d1edc1c0107becee7d7cff4521060addf729fa00648428e725ccb14e8b54b0f9
years/2026/data/processed/analysis/public/yeonhui_yoga_week_naver_blog_body_deep_features_public.csv,10301,d6d10530672693dd4a48766214b46a5d05abddd802fecdcdeea41e41eb6d3fcc
years/2026/data/processed/analysis/public/yeonhui_yoga_week_naver_blog_body_post_type_summary.csv,510,c8e659c0962a3f0e432c13d2479e34b26e4fdd94357f0ffb779d2bc91707a7a1
years/2026/data/processed/analysis/public/yeonhui_yoga_week_naver_blog_body_quality_summary.csv,1295,39268e7bd86cd04351cae67d260c2c268258febf63d27b4c50587a027dafa2d9
years/2026/data/processed/analysis/public/yeonhui_yoga_week_naver_blog_body_studio_summary.csv,387,a5ff6be0b38477a73fa2463fd9adbe462e377d9457b6191b5c406f7e93eabc67
years/2026/data/processed/analysis/public/yeonhui_yoga_week_naver_blog_body_theme_summary.csv,293,65fb09e8abb411d466255ea818bc04cad2ec17d7f6aa08fb596b71ec4234323f
years/2026/data/processed/analysis/public/yeonhui_yoga_week_viral_mentions_public.csv,51665,110538412935abcfed88d1ced4528aa6f02c926d516b14048ac212215c02e31e
years/2026/data/processed/analysis/public/yeonhui_yoga_week_viral_overall_summary.csv,352,a678bd43579eb380cece8c63f8250f7ac6fa7a5e6429a1a8d58ee52544b928c8
years/2026/data/processed/analysis/public/yeonhui_yoga_week_viral_platform_metrics.csv,397,a34ceeb29e0d2a5512badcb8d8283dfae86aae694ab39764bdebaf1ef3f5b2a5
years/2026/data/processed/analysis/public/yeonhui_yoga_week_viral_platform_summary.csv,160,d781a5089eed2ab592e172511d240568fe5cd45da7ede07d86cf8c984b231fdf
years/2026/data/processed/analysis/public/yeonhui_yoga_week_viral_studio_metrics.csv,2690,788625879238444a8c92a320939aa004cff26a994ee14faf400fec665e16f687
years/2026/data/processed/analysis/public/yeonhui_yoga_week_viral_studio_summary.csv,460,b8f14bffce84f6a40d96c13a78e77425c0bfd68a7d8dca13047f2eba1f063e9f
years/2026/data/processed/analysis/public/yeonhui_yoga_week_viral_unmatched_mentions_public.csv,13881,6082484e33ba667b9180ce88ec259bd7584128d743cd7dbe512f3589bfae12c4
years/2026/data/processed/obud_reviews/public/obud_reviews_deidentified.csv,86618,edd6246fd67febcfec6c10f438ec2f7634a89426d152501652ec37ff4fede76e
years/2026/data/processed/onstudio/public/onstudio_cancel_2026_yeonhui_yoga_week_deidentified.csv,435879,ff09a917552daecda4d78fddc6aa06538940e4305b6a305c691203979fae052f
years/2026/data/processed/onstudio/public/onstudio_classes_2026_yeonhui_yoga_week.csv,188439,e6e45cbe7d986923f30633994c25fc181907bb05bcd47e1d3737374f3977ee5b
years/2026/data/processed/onstudio/public/onstudio_reservation_2026_yeonhui_yoga_week_deidentified.csv,626793,d631ca0edd1f9111db56880456ecd072c4fe7d2f12c7031ede04fe12824a721f
years/2026/docs/analysis-tool-stack-briefing.md,6045,ff582cbb4522f5bcc5fdbd7f4e99b18a3f0aa5ee64ed2c518fecd246c803fdfb
years/2026/docs/data-access-consent-and-collection-plan.md,7095,f1b6edecedb71d03ce2e212cbf580845fd901de46268801335708f02428269fc
years/2026/docs/external-web-viral-collection-plan.md,9192,818bbb02cb5fdc3beee6170151ccf2fee43d14c4cf8bee4b265a27195a15aa8d
years/2026/docs/full-reanalysis-work-log.md,6109,311080bd37f4a42c03b726e329edb3dd6b6bd6399e5c7dd7deec3163ffaa4780
years/2026/docs/gis-method-references.md,7002,6eb15594cb03efde833324fdbe391ff50fc7b287a0c639dd4ff6064a82f9b061
years/2026/docs/google-drive-archive-analysis-methodology.md,4714,99235deedb6c731040e13522897ba5f4d1c7222abbfc722eb4963fd19c7f9f30
years/2026/docs/google-drive-source-collection-governance.md,7097,3535bcb77f790d817f5166f365006dfcc08e53654ebfc68babec58b1a9284b1d
years/2026/docs/obud-review-ocr-matching-plan.md,4459,3afef4a988de1e2097b239c354b4b2fc0009513d4d61aca8ac8002fa7bf9ad61
years/2026/docs/obud-settlement-work-log.md,5699,378b1465804811cbb447a85ad289b94dd906f339211a6b119361213978cbe1d0
years/2026/docs/project-current-status.md,13514,7b51f8a48aa0b27ce2d0349597e02f637234cc8565db2ed2e3df5d7f6e3abfdc
years/2026/docs/project-operating-standards.md,10700,19553f50cde2b2f5b0bbbc270410dfc55a1833a0b499ef412e4b5c98e469457a
years/2026/docs/public-github-release-audit.md,3311,68ce0ec3c966d665e60c7acd8ef89eb601ae0aac88986621fed6784748c017ea
years/2026/docs/public-release-quality-audit-2026-05-17.md,6187,44f8dd049eb3e7af641970f644ff75687def5ddcd22c49d1a673a932b52b25a2
years/2026/docs/public-site-navigation-and-map-popup-work-log-2026-05-17.md,2847,bb74f436f062637446ecd6a93aca4e21c00eb94ab71c1937aa7f46f275e79585
years/2026/docs/public-site-readability-polish-2026-05-17.md,4219,7dfc8dfb0ce0828fcca5505acfa676cc1879d5defb2c320412d4f589e6fab6b4
years/2026/docs/stakeholder-report-work-log.md,13036,787676a8d19d7b3dae5a30f420e07bada9d92a003aa87f698d4e9c2d062c79cb
years/2026/README.md,13725,0b1758b02b54b67bc6072d0f94edd4e482ae9379add48da9b3698122e6b1c7dc
years/2026/references/name_canonicalization_registry.csv,1157,e6675e0d8062ef8d5766b110f2a7d0a70668548b83dfb18fb15b2ae9fde7c520
years/2026/references/obud-settlement-rules.md,1859,ab3bcb4e719e0df01a505068af68b0611c2106528bc505675db637a14c679ea0
years/2026/references/README.md,394,0c9f861996470006f6552508b14f5ec572b4e0794e9237211c75c553eb9b1e9f
years/2026/reports/analysis/capacity_hype_analysis_report.md,3821,272cebe19cf223d68dad77a9a7e5963396836f38855ebd9db5712f78e41c5aac
years/2026/reports/analysis/gis_analysis_report.md,5094,8f5c434a8cc84eea6c2ec09c771ecd67bb7e398f77daa26f34d93baa996fe474
years/2026/reports/analysis/gis_deep_analysis_report.md,8888,dafc3a34e76869ebae325055cdae2d218c37bbe0821628622b5b879cdf43448a
years/2026/reports/analysis/gis_distance_matrix_report.md,2603,3d856a368bb4f7630b07eb8ca202792fad409be4414ac6b7f416d87db7ed6ddf
years/2026/reports/analysis/gis_geocoding_report.md,942,59f1822e3c532c17c5b5e81f16fbf00f2e279c3634c6907eaf02e6349dce4247
years/2026/reports/analysis/methodology_and_data_lineage.html,30816,7c151f721adbf468e4d9bdc169715242635815ae3ed7f797991309c163b9a5b3
years/2026/reports/analysis/methodology_and_data_lineage.md,19704,eb88cca1064eaa372b31ca4ee66736611b66ac9df797a3cab3b32b9d9d1ef176
years/2026/reports/analysis/obud_settlement_analysis_report.md,3903,1f3a7e3b759bc8489956a7fe93124dedb606685b567c39937f2bd754bd56255e
years/2026/reports/analysis/yeonhui_yoga_week_analysis_report.md,4385,6c605fa3ded1843c2bad13f8595df1c2513d21b8a300c8636ef870993aa1c485
years/2026/reports/analysis/yeonhui_yoga_week_gis_map.html,39584,6548e7acd1dbf7279d39e770ef8ce222492dbac0aee4e322931faaefd7005569
years/2026/reports/analysis/yeonhui_yoga_week_space_time_cube.html,679937,e65068e82946a44d3f4e73d1b8f0d4710004572dcbb651a0998b4e805bd74662
years/2026/reports/analysis/yeonhui_yoga_week_time_slider_map.html,188175,e509587842c10ca922f13976a3e2c5e8ead3e4cd400a07927b1285f0b1533cb6
years/2026/reports/analysis/yeonhui_yoga_week_transition_map.html,158839,02cf4f7d0d7fd65f167ba321d85c436f8e61121a9411626a9e65f1b96b145fe6
years/2026/reports/external_web/naver_blog_body_collection_report.md,880,9b66c2550a69f10a9004f127276752a11204d07eb496700915c5a281142af895
years/2026/reports/external_web/naver_blog_body_deep_feature_report.md,3745,cb36b2ce8b42799feb62a6bce13c772d56220914a2c836c527e7756ecbf23716
years/2026/reports/external_web/naver_blog_body_feature_report.md,1734,b8b504d660fbcd05cbb3a1038e0964720e7795b8762738d753c3e25aa523356b
years/2026/reports/external_web/naver_blog_collection_report.md,3111,4c3ca36e95586da1d816610be1ad3e33dba2dd0197654b42ac601f1b4d17b238
years/2026/reports/external_web/viral_mentions_review_queue_report.md,854,ade370dde8ee648023e4828ffb9e8bbed0f28b0028b90758610e6da9c5ebf23b
years/2026/reports/external_web/yeonhui_yoga_week_mention_filter_report.md,1911,5d84032ded879f7af724c65ed85b6666448beeda36c713155f614c614c8de2c5
years/2026/reports/external_web/yeonhui_yoga_week_viral_analysis_report.md,2605,cf59eb54ce2c8ddf2c42fa41053c6577eab0108f5f87a1a86ab9d21574da6bc2
years/2026/reports/external_web/youtube_collection_report.md,2165,e4508dbb620bf1ed47d8253b36b4c1111efcbdb8b40d454493f5fda2f6f2e937
years/2026/reports/google_drive/fnb_sponsor_gis_analysis_report.md,2466,a77631b252e67316aa75579cb217db0a2964c3bae80f75b98bbd944adbf9c030
years/2026/reports/google_drive/google_drive_archive_analysis_report.md,3550,cfebd1bfcaba76cbef8daac391e32655fe644e9581faf943f1b1359fad1f8be0
years/2026/reports/google_drive/rightnow_yogi_collection_report.md,4769,047fa3d15a1f95a709a1dbd8321f08e0a13eecf0446befb86ec4bd27eaab256d
